ID,Type,State,EstimatedEffort,CreatedDate,StartDate,ClosedDate,FeatureID,SprintNumberCreated,SprintNumberStarted,SprintNumberClosed,DayInSprintClosed,WeekCreated,WeekStarted,WeekClosed,MonthCreated,MonthStarted,MonthClosed,YearClosed,FeatureExists,LeadSprints,CycleSprints,LeadDays,CycleDays,LeadWeeks,CycleWeeks,LeadMonths,CycleMonths,CycleEfficiencyDays
37803,Bug,Done,1,2022-07-19,2022-09-01,2022-09-21,35627,15,19,20,8,30,36,39,7,9,9,2022,1,5,1,64,20,9,2,2,1,31%
37814,Story,Done,0,2022-07-19,2022-07-19,2022-08-03,35623,15,15,17,1,30,30,32,7,7,8,2022,1,2,2,15,15,2,2,0,0,100%
37815,Story,Done,0,2022-07-19,2022-07-19,2022-08-03,35623,15,15,17,1,30,30,32,7,7,8,2022,1,2,2,15,15,2,2,0,0,100%
37816,Story,Done,0,2022-07-19,2022-07-19,2022-08-03,35630,15,15,17,1,30,30,32,7,7,8,2022,1,2,2,15,15,2,2,0,0,100%
37823,Story,Done,3,2022-07-20,2022-08-17,2022-09-21,36662,16,18,20,8,30,34,39,7,8,9,2022,1,4,2,63,35,9,5,2,1,56%
37825,Story,Done,6,2022-07-20,2022-07-20,2022-08-02,35622,16,16,16,14,30,30,32,7,7,8,2022,1,0,0,13,13,1,1,0,0,100%
37826,Bug,Done,0,2022-07-20,2022-07-29,2022-07-29,35623,16,16,16,10,30,31,31,7,7,7,2022,1,0,0,9,0,1,0,0,0,-100%
37827,Story,Done,0,2022-07-20,2022-07-21,2022-08-03,35630,16,16,17,1,30,30,32,7,7,8,2022,1,1,1,14,13,2,1,0,0,93%
37828,Story,Done,0,2022-07-20,2022-07-28,2022-08-03,35630,16,16,17,1,30,31,32,7,7,8,2022,1,1,1,14,6,2,0,0,0,43%
37829,Story,Done,4,2022-07-20,2022-08-03,2022-08-17,36664,16,17,18,1,30,32,34,7,8,8,2022,1,2,1,28,14,4,2,1,0,50%
37830,Story,Done,3,2022-07-20,2022-08-03,2022-08-17,36664,16,17,18,1,30,32,34,7,8,8,2022,1,2,1,28,14,4,2,1,0,50%
37831,Story,Done,4,2022-07-20,2022-08-03,2022-09-14,36664,16,17,20,1,30,32,38,7,8,9,2022,1,4,3,56,42,8,6,2,1,75%
37832,Story,Done,10,2022-07-20,2022-08-04,2022-09-14,36664,16,17,20,1,30,32,38,7,8,9,2022,1,4,3,56,41,8,5,2,1,73%
37890,Bug,Done,1,2022-07-22,2022-09-12,2022-11-04,39338,16,19,23,10,30,38,45,7,9,11,2022,1,7,4,105,53,15,7,3,2,50%
37912,Bug,Approved,1,2022-07-25,,,28003,16,-1,-1,-1,31,-1,-1,7,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
37940,Bug,Done,1,2022-07-26,2022-07-26,2022-07-26,35630,16,16,16,7,31,31,31,7,7,7,2022,1,0,0,0,0,0,0,0,0,-100%
37946,Bug,Done,0,2022-07-27,2022-08-31,2022-09-13,35623,16,19,19,14,31,36,38,7,8,9,2022,1,3,0,48,13,6,1,2,0,27%
37947,Bug,Done,0,2022-07-27,2022-08-31,2022-09-13,35623,16,19,19,14,31,36,38,7,8,9,2022,1,3,0,48,13,6,1,2,0,27%
37952,Bug,Done,1,2022-07-27,2022-08-17,2022-08-17,35623,16,18,18,1,31,34,34,7,8,8,2022,1,2,0,21,0,3,0,1,0,-100%
37961,Story,Done,1,2022-07-27,2022-07-27,2022-07-29,35970,16,16,16,10,31,31,31,7,7,7,2022,1,0,0,2,2,0,0,0,0,100%
37962,Bug,Done,0,2022-07-27,2022-08-03,2022-09-14,35623,16,17,20,1,31,32,38,7,8,9,2022,1,4,3,49,42,7,6,2,1,86%
37976,Bug,Approved,1,2022-07-28,,,28003,16,-1,-1,-1,31,-1,-1,7,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
37994,Story,Done,0,2022-07-29,2022-08-19,2022-08-19,35630,16,18,18,3,31,34,34,7,8,8,2022,1,2,0,21,0,3,0,1,0,-100%
37995,Story,Done,0,2022-07-29,2022-08-31,2022-08-31,35630,16,19,19,1,31,36,36,7,8,8,2022,1,3,0,33,0,4,0,1,0,-100%
37996,Story,Done,0,2022-07-29,2022-08-19,2022-08-19,35630,16,18,18,3,31,34,34,7,8,8,2022,1,2,0,21,0,3,0,1,0,-100%
37997,Story,Done,0,2022-07-29,2022-08-31,2022-08-31,35630,16,19,19,1,31,36,36,7,8,8,2022,1,3,0,33,0,4,0,1,0,-100%
38007,Bug,Done,0,2022-08-01,2022-09-14,2022-09-19,35625,16,20,20,6,32,38,39,8,9,9,2022,1,4,0,49,5,7,0,2,0,10%
38010,Story,Done,8,2022-08-01,2022-08-19,2022-08-30,36661,16,18,18,14,32,34,36,8,8,8,2022,1,2,0,29,11,4,1,1,0,38%
38011,Bug,Done,1,2022-08-01,2022-08-02,2022-08-29,35622,16,16,18,13,32,32,36,8,8,8,2022,1,2,2,28,27,4,3,1,1,96%
38012,Bug,Done,0,2022-08-02,2022-08-02,2022-09-16,35623,16,16,20,3,32,32,38,8,8,9,2022,1,4,4,45,45,6,6,1,1,100%
38033,Story,Done,0,2022-08-03,2022-08-03,2022-08-31,35623,17,17,19,1,32,32,36,8,8,8,2022,1,2,2,28,28,4,4,1,1,100%
38037,Story,Done,0,2022-08-03,2022-08-03,2022-08-31,35623,17,17,19,1,32,32,36,8,8,8,2022,1,2,2,28,28,4,4,1,1,100%
38044,Story,Done,0,2022-08-03,2022-08-03,2022-08-31,35623,17,17,19,1,32,32,36,8,8,8,2022,1,2,2,28,28,4,4,1,1,100%
38054,Bug,Done,0,2022-08-03,2022-08-04,2022-08-17,35623,17,17,18,1,32,32,34,8,8,8,2022,1,1,1,14,13,2,1,0,0,93%
38056,Story,Done,2,2022-08-03,2022-08-17,2022-09-13,35970,17,18,19,14,32,34,38,8,8,9,2022,1,2,1,41,27,5,3,1,1,66%
38063,Bug,Done,0,2022-08-04,2022-08-04,2022-09-13,35625,17,17,19,14,32,32,38,8,8,9,2022,1,2,2,40,40,5,5,1,1,100%
38115,Bug,Done,1,2022-08-05,2022-08-08,2022-08-26,35626,17,17,18,10,32,33,35,8,8,8,2022,1,1,1,21,18,3,2,1,1,86%
38126,Bug,Done,0,2022-08-08,2022-09-14,2022-09-21,35625,17,20,20,8,33,38,39,8,9,9,2022,1,3,0,44,7,6,1,1,0,16%
38128,Story,Done,1,2022-08-08,2022-08-08,2022-09-22,27004,17,17,20,9,33,33,39,8,8,9,2022,1,3,3,45,45,6,6,1,1,100%
38142,Story,Done,7,2022-08-09,2022-09-14,2022-10-19,35631,17,20,22,8,33,38,43,8,9,10,2022,1,5,2,71,35,10,5,2,1,49%
38155,Bug,Done,0,2022-08-11,2022-09-06,2022-09-13,35623,17,19,19,14,33,37,38,8,9,9,2022,1,2,0,33,7,4,1,1,0,21%
38156,Bug,Done,0,2022-08-11,2022-09-06,2022-09-14,35623,17,19,20,1,33,37,38,8,9,9,2022,1,3,1,34,8,4,1,1,0,24%
38157,Bug,Done,0,2022-08-11,2022-08-26,2022-08-29,35625,17,18,18,13,33,35,36,8,8,8,2022,1,1,0,18,3,2,0,1,0,17%
38191,Bug,Done,0,2022-08-15,2022-08-17,2022-08-23,35626,17,18,18,7,34,34,35,8,8,8,2022,1,1,0,8,6,1,0,0,0,75%
38192,Bug,Done,0,2022-08-15,2022-08-16,2022-08-17,35623,17,17,18,1,34,34,34,8,8,8,2022,1,1,1,2,1,0,0,0,0,50%
38195,Bug,Done,0,2022-08-16,2022-09-02,2022-09-05,35626,17,19,19,6,34,36,37,8,9,9,2022,1,2,0,20,3,2,0,1,0,15%
38196,Bug,Done,0,2022-08-16,2022-08-17,2022-09-14,35623,17,18,20,1,34,34,38,8,8,9,2022,1,3,2,29,28,4,4,1,1,97%
38198,Bug,Done,0,2022-08-16,2022-09-06,2022-09-13,35626,17,19,19,14,34,37,38,8,9,9,2022,1,2,0,28,7,4,1,1,0,25%
38205,Story,Done,1,2022-08-16,2022-08-17,2022-09-14,36664,17,18,20,1,34,34,38,8,8,9,2022,1,3,2,29,28,4,4,1,1,97%
38232,Story,Done,1,2022-08-17,2022-09-28,2022-10-12,39580,18,21,22,1,34,40,42,8,9,10,2022,1,4,1,56,14,8,2,2,0,25%
38263,Story,Done,1,2022-08-17,2022-09-14,2022-09-27,36664,18,20,20,14,34,38,40,8,9,9,2022,1,2,0,41,13,5,1,1,0,32%
38265,Story,Done,3,2022-08-17,2022-08-25,2022-09-14,38264,18,18,20,1,34,35,38,8,8,9,2022,1,2,2,28,20,4,2,1,1,71%
38270,Bug,Done,0,2022-08-18,2022-09-02,2022-09-05,35626,18,19,19,6,34,36,37,8,9,9,2022,1,1,0,18,3,2,0,1,0,17%
38283,Bug,Done,1,2022-08-18,,2022-11-08,39332,18,-1,23,14,34,-1,46,8,-1,11,2022,1,5,-1,82,-1,11,-1,3,-1,-100%
38289,Bug,Done,0,2022-08-19,2022-08-19,2022-08-23,35623,18,18,18,7,34,34,35,8,8,8,2022,1,0,0,4,4,0,0,0,0,100%
38319,Bug,Approved,0,2022-08-22,,,28004,18,-1,-1,-1,35,-1,-1,8,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
38325,Bug,Approved,1,2022-08-22,,,28004,18,-1,-1,-1,35,-1,-1,8,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
38343,Bug,Approved,1,2022-08-23,,,39332,18,-1,-1,-1,35,-1,-1,8,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
38345,Bug,Approved,1,2022-08-23,,,39332,18,-1,-1,-1,35,-1,-1,8,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
38354,Bug,Done,0,2022-08-24,2022-08-29,2022-09-15,35622,18,18,20,2,35,36,38,8,8,9,2022,1,2,2,22,17,3,2,1,1,77%
38362,Bug,Done,0,2022-08-25,2022-09-05,2022-09-13,35626,18,19,19,14,35,37,38,8,9,9,2022,1,1,0,19,8,2,1,1,0,42%
38370,Story,Done,2,2022-08-25,2022-10-25,2022-10-28,39580,18,22,23,3,35,44,44,8,10,10,2022,1,5,1,64,3,9,0,2,0,5%
38380,Bug,Done,0,2022-08-26,2022-09-06,2022-09-07,35626,18,19,19,8,35,37,37,8,9,9,2022,1,1,0,12,1,1,0,0,0,8%
38400,Bug,Done,0,2022-08-29,2022-09-08,2022-09-09,35625,18,19,19,10,36,37,37,8,9,9,2022,1,1,0,11,1,1,0,0,0,9%
38425,Story,Done,0,2022-08-31,2022-08-31,2022-09-14,35630,19,19,20,1,36,36,38,8,8,9,2022,1,1,1,14,14,2,2,0,0,100%
38426,Story,Done,0,2022-08-31,2022-08-31,2022-09-14,35630,19,19,20,1,36,36,38,8,8,9,2022,1,1,1,14,14,2,2,0,0,100%
38428,Bug,Done,1,2022-08-31,2022-10-12,2022-10-18,35626,19,22,22,7,36,42,43,8,10,10,2022,1,3,0,48,6,6,0,2,0,13%
38434,Story,Done,0,2022-08-31,2022-08-31,2022-09-14,35623,19,19,20,1,36,36,38,8,8,9,2022,1,1,1,14,14,2,2,0,0,100%
38435,Story,Done,0,2022-08-31,2022-08-31,2022-09-14,35630,19,19,20,1,36,36,38,8,8,9,2022,1,1,1,14,14,2,2,0,0,100%
38436,Story,Done,0,2022-08-31,2022-08-31,2022-09-14,35623,19,19,20,1,36,36,38,8,8,9,2022,1,1,1,14,14,2,2,0,0,100%
38454,Bug,Done,1,2022-09-01,2022-09-02,2022-09-05,35626,19,19,19,6,36,36,37,9,9,9,2022,1,0,0,4,3,0,0,0,0,75%
38465,Bug,Done,0,2022-09-02,2022-09-08,2022-09-23,35625,19,19,20,10,36,37,39,9,9,9,2022,1,1,1,21,15,3,2,1,0,71%
38481,Bug,Done,0,2022-09-05,2022-09-14,2022-09-27,35623,19,20,20,14,37,38,40,9,9,9,2022,1,1,0,22,13,3,1,1,0,59%
38498,Bug,Done,0,2022-09-05,2022-09-14,2022-09-27,35623,19,20,20,14,37,38,40,9,9,9,2022,1,1,0,22,13,3,1,1,0,59%
38499,Bug,Approved,1,2022-09-05,,,28003,19,-1,-1,-1,37,-1,-1,9,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
38500,Bug,Done,1,2022-09-05,2022-09-13,2022-09-16,35622,19,19,20,3,37,38,38,9,9,9,2022,1,1,1,11,3,1,0,0,0,27%
38532,Story,Done,6,2022-09-06,2022-09-14,2022-10-17,36662,19,20,22,6,37,38,43,9,9,10,2022,1,3,2,41,33,5,4,1,1,80%
38534,Bug,Done,0,2022-09-06,2022-09-06,2022-09-14,35623,19,19,20,1,37,37,38,9,9,9,2022,1,1,1,8,8,1,1,0,0,100%
38553,Bug,Done,0,2022-09-09,2022-09-09,2022-09-09,0,19,19,19,10,37,37,37,9,9,9,2022,0,0,0,0,0,0,0,0,0,-100%
38559,Story,Done,1,2022-09-09,2022-09-14,2022-09-22,39732,19,20,20,9,37,38,39,9,9,9,2022,1,1,0,13,8,1,1,0,0,62%
38574,Bug,Done,0,2022-09-12,2022-09-14,2022-09-23,35626,19,20,20,10,38,38,39,9,9,9,2022,1,1,0,11,9,1,1,0,0,82%
38587,Story,Done,2,2022-09-13,2022-09-15,2022-09-22,27004,19,20,20,9,38,38,39,9,9,9,2022,1,1,0,9,7,1,1,0,0,78%
38627,Story,Done,0,2022-09-14,2022-09-14,2022-09-28,35623,20,20,21,1,38,38,40,9,9,9,2022,1,1,1,14,14,2,2,0,0,100%
38628,Story,Done,0,2022-09-14,2022-09-14,2022-09-28,35630,20,20,21,1,38,38,40,9,9,9,2022,1,1,1,14,14,2,2,0,0,100%
38629,Story,Done,0,2022-09-14,2022-09-14,2022-09-28,35623,20,20,21,1,38,38,40,9,9,9,2022,1,1,1,14,14,2,2,0,0,100%
38630,Story,Done,5,2022-09-14,2023-06-28,2023-07-31,43358,20,-1,-1,-1,38,26,31,9,6,7,2023,1,-1,-1,320,33,45,4,11,1,10%
38633,Story,Done,0,2022-09-14,2022-09-14,2022-09-28,35630,20,20,21,1,38,38,40,9,9,9,2022,1,1,1,14,14,2,2,0,0,100%
38634,Story,Done,0,2022-09-14,2022-09-14,2022-09-28,35630,20,20,21,1,38,38,40,9,9,9,2022,1,1,1,14,14,2,2,0,0,100%
38638,Story,Done,5,2022-09-14,2023-06-28,2023-07-31,43358,20,-1,-1,-1,38,26,31,9,6,7,2023,1,-1,-1,320,33,45,4,11,1,10%
38641,Bug,Done,0,2022-09-14,2022-12-21,2023-01-09,12898,20,27,-1,-1,38,52,2,9,12,1,2023,1,-1,-1,117,19,16,2,4,1,16%
38642,Bug,Done,1,2022-09-14,2022-09-29,2022-10-17,35626,20,21,22,6,38,40,43,9,9,10,2022,1,2,1,33,18,4,2,1,1,55%
38645,Bug,Resolved,0,2022-09-14,2022-12-21,,12898,20,27,-1,-1,38,52,-1,9,12,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
38646,Bug,Done,2,2022-09-14,2023-06-28,2023-07-28,43358,20,-1,-1,-1,38,26,30,9,6,7,2023,1,-1,-1,317,30,45,4,10,1,9%
38663,Story,Done,8,2022-09-15,2023-06-21,2023-06-21,39449,20,-1,-1,-1,38,25,25,9,6,6,2023,1,-1,-1,279,0,39,0,9,0,-100%
38664,Story,Done,2,2022-09-15,2022-09-15,2022-09-21,38264,20,20,20,8,38,38,39,9,9,9,2022,1,0,0,6,6,0,0,0,0,100%
38665,Bug,Done,1,2022-09-15,2022-09-29,2022-10-11,35625,20,21,21,14,38,40,42,9,9,10,2022,1,1,0,26,12,3,1,1,0,46%
38666,Bug,Done,1,2022-09-15,2022-09-29,2022-10-18,35625,20,21,22,7,38,40,43,9,9,10,2022,1,2,1,33,19,4,2,1,1,58%
38667,Bug,Done,1,2022-09-15,2022-09-29,2022-10-19,35625,20,21,22,8,38,40,43,9,9,10,2022,1,2,1,34,20,4,2,1,1,59%
38669,Story,Done,2,2022-09-15,2022-09-19,2022-09-26,35970,20,20,20,13,38,39,40,9,9,9,2022,1,0,0,11,7,1,1,0,0,64%
38674,Story,Done,2,2022-09-15,2022-09-27,2022-09-30,38264,20,20,21,3,38,40,40,9,9,9,2022,1,1,1,15,3,2,0,0,0,20%
38675,Story,Done,1,2022-09-15,2022-09-27,2022-10-05,38264,20,20,21,8,38,40,41,9,9,10,2022,1,1,1,20,8,2,1,1,0,40%
38723,Bug,Done,0,2022-09-21,2022-09-21,2022-09-27,35623,20,20,20,14,39,39,40,9,9,9,2022,1,0,0,6,6,0,0,0,0,100%
38759,Story,Approved,0,2022-09-22,,,0,20,-1,-1,-1,39,-1,-1,9,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-100%
38761,Story,Done,1,2022-09-22,2022-09-27,2022-10-11,38264,20,20,21,14,39,40,42,9,9,10,2022,1,1,1,19,14,2,2,1,0,74%
38762,Story,Done,1,2022-09-22,2022-09-30,2022-09-30,38264,20,21,21,3,39,40,40,9,9,9,2022,1,1,0,8,0,1,0,0,0,-100%
38927,Bug,Done,1,2022-09-22,2022-09-29,2022-10-10,35629,20,21,21,13,39,40,42,9,9,10,2022,1,1,0,18,11,2,1,1,0,61%
38928,Story,Done,4,2022-09-22,2022-10-12,2022-10-19,39098,20,22,22,8,39,42,43,9,10,10,2022,1,2,0,27,7,3,1,1,0,26%
38930,Story,Done,1,2022-09-22,2022-09-27,2022-10-04,5221,20,20,21,7,39,40,41,9,9,10,2022,1,1,1,12,7,1,1,0,0,58%
39099,Story,Done,5,2022-09-22,2022-10-20,2022-10-24,39450,20,22,22,13,39,43,44,9,10,10,2022,1,2,0,32,4,4,0,1,0,13%
39101,Story,Done,2,2022-09-22,2022-09-22,2022-10-04,35623,20,20,21,7,39,39,41,9,9,10,2022,1,1,1,12,12,1,1,0,0,100%
39102,Bug,Done,0,2022-09-23,2022-09-23,2022-09-27,35625,20,20,20,14,39,39,40,9,9,9,2022,1,0,0,4,4,0,0,0,0,100%
39124,Story,Done,0,2022-09-23,2022-09-29,2022-10-11,35630,20,21,21,14,39,40,42,9,9,10,2022,1,1,0,18,12,2,1,1,0,67%
39125,Story,Done,0,2022-09-23,2022-09-29,2022-10-11,35630,20,21,21,14,39,40,42,9,9,10,2022,1,1,0,18,12,2,1,1,0,67%
39150,Bug,Done,1,2022-09-26,2022-09-28,2022-10-13,32953,20,21,22,2,40,40,42,9,9,10,2022,1,2,1,17,15,2,2,1,0,88%
39153,Bug,Done,0,2022-09-26,2022-12-19,2023-02-01,39338,20,26,-1,-1,40,52,5,9,12,2,2023,1,-1,-1,128,44,18,6,4,1,34%
39154,Bug,Done,1,2022-09-26,2022-09-28,2022-11-04,32953,20,21,23,10,40,40,45,9,9,11,2022,1,3,2,39,37,5,5,1,1,95%
39173,Bug,Done,1,2022-09-27,2022-09-28,2022-11-11,32953,20,21,24,3,40,40,46,9,9,11,2022,1,4,3,45,44,6,6,1,1,98%
39182,Bug,Done,0,2022-09-27,2022-09-27,2022-10-10,35626,20,20,21,13,40,40,42,9,9,10,2022,1,1,1,13,13,1,1,0,0,100%
39199,Story,Done,0,2022-09-28,,2022-10-12,35623,21,-1,22,1,40,-1,42,9,-1,10,2022,1,1,-1,14,-1,2,-1,0,-1,-100%
39200,Story,Done,0,2022-09-28,,2022-10-12,35630,21,-1,22,1,40,-1,42,9,-1,10,2022,1,1,-1,14,-1,2,-1,0,-1,-100%
39201,Story,Done,0,2022-09-28,,2022-10-12,35623,21,-1,22,1,40,-1,42,9,-1,10,2022,1,1,-1,14,-1,2,-1,0,-1,-100%
39254,Bug,Done,3,2022-09-28,2022-10-12,2022-11-14,32953,21,22,24,6,40,42,47,9,10,11,2022,1,3,2,47,33,6,4,2,1,70%
39258,Bug,Done,0,2022-09-29,2022-09-29,2022-10-09,35626,21,21,21,12,40,40,42,9,9,10,2022,1,0,0,10,10,1,1,0,0,100%
39309,Story,Done,5,2022-09-30,2022-11-09,2022-12-07,32953,21,24,26,1,40,46,50,9,11,12,2022,1,5,2,68,28,9,4,2,1,41%
39311,Bug,Done,0,2022-09-30,2022-10-04,2022-10-18,35623,21,21,22,7,40,41,43,9,10,10,2022,1,1,1,18,14,2,2,1,0,78%
39324,Bug,Done,1,2022-10-04,2022-10-04,2022-10-17,35625,21,21,22,6,41,41,43,10,10,10,2022,1,1,1,13,13,1,1,0,0,100%
39331,Bug,Done,0,2022-10-05,2022-10-05,2022-10-10,35623,21,21,21,13,41,41,42,10,10,10,2022,1,0,0,5,5,0,0,0,0,100%
39343,Bug,Done,1,2022-10-05,2022-10-12,2022-10-21,39580,21,22,22,10,41,42,43,10,10,10,2022,1,1,0,16,9,2,1,1,0,56%
39364,Bug,Done,1,2022-10-08,2022-10-12,2022-10-18,35623,21,22,22,7,41,42,43,10,10,10,2022,1,1,0,10,6,1,0,0,0,60%
39432,Story,Done,1,2022-10-11,2022-10-12,2022-10-27,39580,21,22,23,2,42,42,44,10,10,10,2022,1,2,1,16,15,2,2,1,0,94%
39437,Story,Done,3,2022-10-11,2022-10-27,2022-11-21,39582,21,23,24,13,42,44,48,10,10,11,2022,1,3,1,41,25,5,3,1,1,61%
39441,Story,Done,2,2022-10-11,2022-10-28,2022-11-08,39340,21,23,23,14,42,44,46,10,10,11,2022,1,2,0,28,11,4,1,1,0,39%
39447,Story,Done,0,2022-10-11,2022-10-12,2022-10-26,39340,21,22,23,1,42,42,44,10,10,10,2022,1,2,1,15,14,2,2,0,0,93%
39448,Story,Done,0,2022-10-11,2022-10-12,2022-10-26,39340,21,22,23,1,42,42,44,10,10,10,2022,1,2,1,15,14,2,2,0,0,93%
39472,Story,Done,0,2022-10-12,2022-10-12,2022-10-26,39338,22,22,23,1,42,42,44,10,10,10,2022,1,1,1,14,14,2,2,0,0,100%
39473,Story,Done,0,2022-10-12,2022-10-12,2022-10-24,39338,22,22,22,13,42,42,44,10,10,10,2022,1,0,0,12,12,1,1,0,0,100%
39474,Story,Done,0,2022-10-12,2022-10-12,2022-10-25,39340,22,22,22,14,42,42,44,10,10,10,2022,1,0,0,13,13,1,1,0,0,100%
39490,Story,Done,4,2022-10-12,2022-10-12,2022-11-18,32953,22,22,24,10,42,42,47,10,10,11,2022,1,2,2,37,37,5,5,1,1,100%
39499,Bug,Done,0,2022-10-12,,2022-10-14,35623,22,-1,22,3,42,-1,42,10,-1,10,2022,1,0,-1,2,-1,0,-1,0,-1,-100%
39541,Story,Done,5,2022-10-13,2022-10-31,2022-12-07,36587,22,23,26,1,42,45,50,10,10,12,2022,1,4,3,55,37,7,5,2,1,67%
39545,Story,Done,13,2022-10-13,2022-10-31,2022-12-07,36587,22,23,26,1,42,45,50,10,10,12,2022,1,4,3,55,37,7,5,2,1,67%
39548,Story,Done,8,2022-10-13,2022-11-09,2022-12-13,36587,22,24,26,7,42,46,51,10,11,12,2022,1,4,2,61,34,8,4,2,1,56%
39549,Story,Done,4,2022-10-13,2022-12-08,2022-12-19,36587,22,26,26,13,42,50,52,10,12,12,2022,1,4,0,67,11,9,1,2,0,16%
39568,Bug,Approved,1,2022-10-13,,,28003,22,-1,-1,-1,42,-1,-1,10,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
39577,Bug,Done,0,2022-10-14,2022-10-14,2022-10-19,35623,22,22,22,8,42,42,43,10,10,10,2022,1,0,0,5,5,0,0,0,0,100%
39581,Bug,Done,0,2022-10-14,2022-10-14,2022-10-19,35625,22,22,22,8,42,42,43,10,10,10,2022,1,0,0,5,5,0,0,0,0,100%
39583,Bug,Done,0,2022-10-14,2022-10-27,2022-10-28,39335,22,23,23,3,42,44,44,10,10,10,2022,1,1,0,14,1,2,0,0,0,7%
39585,Story,Done,2,2022-10-14,2022-11-08,2022-11-17,5208,22,23,24,9,42,46,47,10,11,11,2022,1,2,1,34,9,4,1,1,0,26%
39586,Story,Done,2,2022-10-14,2022-11-22,2022-12-05,9823,22,24,25,13,42,48,50,10,11,12,2022,1,3,1,52,13,7,1,2,0,25%
39606,Bug,Approved,1,2022-10-17,,,39332,22,-1,-1,-1,43,-1,-1,10,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
39627,Bug,Done,0,2022-10-17,2022-10-17,2022-10-19,35625,22,22,22,8,43,43,43,10,10,10,2022,1,0,0,2,2,0,0,0,0,100%
39639,Bug,Done,0,2022-10-18,2022-10-18,2022-10-19,35623,22,22,22,8,43,43,43,10,10,10,2022,1,0,0,1,1,0,0,0,0,100%
39641,Bug,Done,1,2022-10-18,2022-10-18,2022-11-08,39332,22,22,23,14,43,43,46,10,10,11,2022,1,1,1,21,21,3,3,1,1,100%
39644,Bug,Done,1,2022-10-18,2022-10-18,2022-10-19,35625,22,22,22,8,43,43,43,10,10,10,2022,1,0,0,1,1,0,0,0,0,100%
39645,Bug,Done,1,2022-10-18,2022-10-18,2022-10-19,35623,22,22,22,8,43,43,43,10,10,10,2022,1,0,0,1,1,0,0,0,0,100%
39648,Bug,Done,0,2022-10-18,2022-10-18,2022-10-19,35625,22,22,22,8,43,43,43,10,10,10,2022,1,0,0,1,1,0,0,0,0,100%
39685,Bug,Approved,1,2022-10-19,,,39338,22,-1,-1,-1,43,-1,-1,10,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
39686,Bug,Done,1,2022-10-19,,2022-10-20,35628,22,-1,22,9,43,-1,43,10,-1,10,2022,1,0,-1,1,-1,0,-1,0,-1,-100%
39691,Bug,Done,1,2022-10-20,2022-10-26,2022-11-09,39338,22,23,24,1,43,44,46,10,10,11,2022,1,2,1,20,14,2,2,1,0,70%
39695,Story,Approved,2,2022-10-20,,,39696,22,-1,-1,-1,43,-1,-1,10,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
39697,Bug,Done,1,2022-10-20,2022-10-21,2022-10-21,35623,22,22,22,10,43,43,43,10,10,10,2022,1,0,0,1,0,0,0,0,0,-100%
39709,Story,Committed,2,2022-10-21,2022-12-07,,32953,22,26,-1,-1,43,50,-1,10,12,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
39712,Bug,Approved,1,2022-10-21,,,28003,22,-1,-1,-1,43,-1,-1,10,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
39713,Bug,Approved,1,2022-10-21,,,39338,22,-1,-1,-1,43,-1,-1,10,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
39714,Bug,Done,2,2022-10-24,2022-10-24,2022-11-08,39338,22,22,23,14,44,44,46,10,10,11,2022,1,1,1,15,15,2,2,0,0,100%
39720,Bug,Approved,1,2022-10-24,,,39332,22,-1,-1,-1,44,-1,-1,10,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
39727,Story,Done,3,2022-10-25,2022-10-26,2022-11-21,39582,22,23,24,13,44,44,48,10,10,11,2022,1,2,1,27,26,3,3,1,1,96%
39729,Story,Done,0,2022-10-25,2022-10-26,2022-11-09,39340,22,23,24,1,44,44,46,10,10,11,2022,1,2,1,15,14,2,2,0,0,93%
39730,Story,Done,0,2022-10-25,2022-10-26,2022-11-09,39338,22,23,24,1,44,44,46,10,10,11,2022,1,2,1,15,14,2,2,0,0,93%
39731,Story,Done,0,2022-10-25,2022-10-26,2022-11-09,39338,22,23,24,1,44,44,46,10,10,11,2022,1,2,1,15,14,2,2,0,0,93%
39736,Bug,Done,1,2022-10-26,2022-10-26,2022-11-09,39338,23,23,24,1,44,44,46,10,10,11,2022,1,1,1,14,14,2,2,0,0,100%
